;Compound;UniProt_name;rel_score;platform
2654;Calomelanol B (R);ESR1_HUMAN;0.9623936507936507;in-house models
2655;Calomelanol B (R);GCR_HUMAN;0.00708024;in-house models
2656;Calomelanol B (R);LOX5_HUMAN;0.8546879999999999;in-house models
2657;Calomelanol B (R);MCR_HUMAN;0.00029937205;in-house models
2658;Calomelanol B (R);MK14_HUMAN;0.0320174;in-house models
2659;Calomelanol B (R);PGH1_HUMAN;0.386397;in-house models
2660;Calomelanol B (R);PPARG_HUMAN;0.002986124;in-house models
2661;Calomelanol B (S);DHB3_HUMAN;0.918;in-house models
2662;Calomelanol B (S);ESR1_HUMAN;0.956615873015873;in-house models
2663;Calomelanol B (S);HYES_HUMAN;0.9184;in-house models
2664;Calomelanol C (R);C11B1_HUMAN;0.5955;in-house models
2665;Calomelanol C (R);CP19A_HUMAN;0.5759894999999999;in-house models
2666;Calomelanol C (R);CP2D6_HUMAN;0.49981749999999997;in-house models
2667;Calomelanol C (R);DHB3_HUMAN;0.6594113333333333;in-house models
2668;Calomelanol C (R);ESR1_HUMAN;0.9343333333333333;in-house models
2669;Calomelanol C (R);GCR_HUMAN;0.00111842;in-house models
2670;Calomelanol C (R);LOX5_HUMAN;0.317336;in-house models
2671;Calomelanol C (R);NR1H4_HUMAN;0.038734899999999996;in-house models
2672;Calomelanol C (R);PGH1_HUMAN;0.43183299999999997;in-house models
2673;Calomelanol C (R);PPARG_HUMAN;0.0169977;in-house models
2674;Calomelanol C (R);Q6INT1_XENLA;0.0470672;in-house models
2675;Calomelanol C (S);DHB3_HUMAN;0.9348749999999999;in-house models
2676;Calomelanol C (S);DHI2_HUMAN;0.7302;in-house models
2677;Calomelanol C (S);ESR1_HUMAN;0.9173333333333333;in-house models
2678;Calomelanol C (S);HYES_HUMAN;0.946;in-house models
2679;Carambolaside A;CP19A_HUMAN;0.4863546666666667;in-house models
2680;Carambolaside A;CP2D6_HUMAN;0.308461;in-house models
2681;Carambolaside A;DHB3_HUMAN;0.94675;in-house models
2682;Carambolaside A;DHB4_HUMAN;0.2732060000000018;in-house models
2683;Carambolaside A;DHI2_HUMAN;0.9275;in-house models
2684;Carambolaside A;ESR1_HUMAN;0.9584654761904763;in-house models
2685;Carambolaside A;MCR_HUMAN;0.0221956435;in-house models
2686;Carambolaside A;PGH1_HUMAN;0.0657423;in-house models
2687;Carambolaside A;Q6INT1_XENLA;0.41287700000000005;in-house models
2688;Carambolaside B;CP19A_HUMAN;0.6418495;in-house models
2689;Carambolaside B;CP2D6_HUMAN;0.243796;in-house models
2690;Carambolaside B;DHB3_HUMAN;0.8895;in-house models
2691;Carambolaside B;DHB4_HUMAN;0.605708;in-house models
2692;Carambolaside B;DHI2_HUMAN;0.380223;in-house models
2693;Carambolaside B;ESR1_HUMAN;0.9576559523809524;in-house models
2694;Carambolaside B;Q6INT1_XENLA;0.50213;in-house models
2695;Carambolaside C;CP19A_HUMAN;0.682868;in-house models
2696;Carambolaside C;CP2D6_HUMAN;0.34260799999999997;in-house models
2697;Carambolaside C;DHB3_HUMAN;0.9446666666666668;in-house models
2698;Carambolaside C;DHB4_HUMAN;0.215257;in-house models
2699;Carambolaside C;DHI2_HUMAN;0.8206195000000001;in-house models
2700;Carambolaside C;ESR1_HUMAN;0.9637392857142857;in-house models
2701;Carambolaside C;MCR_HUMAN;0.0047867245;in-house models
2702;Carambolaside C;PGH1_HUMAN;0.0720659;in-house models
2703;Carambolaside C;Q6INT1_XENLA;0.277337;in-house models
2704;Carambolaside D;CP19A_HUMAN;0.654432;in-house models
2705;Carambolaside D;CP2D6_HUMAN;0.228979;in-house models
2706;Carambolaside D;DHB3_HUMAN;0.9446666666666668;in-house models
2707;Carambolaside D;DHB4_HUMAN;0.12661;in-house models
2708;Carambolaside D;DHI2_HUMAN;0.780636;in-house models
2709;Carambolaside D;ESR1_HUMAN;0.9645412698412699;in-house models
2710;Carambolaside D;LOX5_HUMAN;0.94275;in-house models
2711;Carambolaside D;MCR_HUMAN;0.000376876;in-house models
2712;Carambolaside D;Q6INT1_XENLA;0.161992;in-house models
2713;Carambolaside E;CP19A_HUMAN;0.665463;in-house models
2714;Carambolaside E;CP2D6_HUMAN;0.5294955;in-house models
2715;Carambolaside E;DHB3_HUMAN;0.9487500000000001;in-house models
2716;Carambolaside E;DHB4_HUMAN;0.191668;in-house models
2717;Carambolaside E;DHI2_HUMAN;0.6387545;in-house models
2718;Carambolaside E;ESR1_HUMAN;0.9551488095238094;in-house models
2719;Carambolaside E;ESR2_HUMAN;0.9381999999999999;in-house models
2720;Carambolaside E;GCR_HUMAN;0.019302299999999998;in-house models
2721;Carambolaside E;LOX5_HUMAN;0.0752457;in-house models
2722;Carambolaside E;MCR_HUMAN;0.19273583333333333;in-house models
2723;Carambolaside E;PGH1_HUMAN;0.015830100000000003;in-house models
2724;Carambolaside E;PPARA_HUMAN;0.0555085;in-house models
2725;Carambolaside E;PTGES_HUMAN;0.353534;in-house models
2726;Carambolaside E;Q6INT1_XENLA;0.371771;in-house models
2727;Carambolaside F;CP19A_HUMAN;0.7237665;in-house models
2728;Carambolaside F;CP2D6_HUMAN;0.490838;in-house models
2729;Carambolaside F;DHB3_HUMAN;0.9177500000000001;in-house models
2730;Carambolaside F;DHB4_HUMAN;0.0943368;in-house models
2731;Carambolaside F;DHI2_HUMAN;0.8680191666666666;in-house models
2732;Carambolaside F;ESR1_HUMAN;0.9710000000000001;in-house models
2733;Carambolaside F;GCR_HUMAN;0.032660800000000004;in-house models
2734;Carambolaside F;LOX5_HUMAN;0.03092335;in-house models
2735;Carambolaside F;MCR_HUMAN;0.08463114006333333;in-house models
2736;Carambolaside F;NR1H4_HUMAN;0.129147;in-house models
2737;Carambolaside F;PGH1_HUMAN;0.13100599999999998;in-house models
2738;Carambolaside F;PPARD_HUMAN;9.595779999999999e-06;in-house models
2739;Carambolaside F;PTGES_HUMAN;0.577697;in-house models
2740;Carambolaside F;Q6INT1_XENLA;0.41149600000000003;in-house models
2741;Carambolaside G;DHI2_HUMAN;0.8304750000000001;in-house models
2742;Carambolaside G;ESR1_HUMAN;0.9514666666666667;in-house models
2743;Carambolaside I;CP19A_HUMAN;0.6790005;in-house models
2744;Carambolaside I;CP2D6_HUMAN;0.47348100000000004;in-house models
2745;Carambolaside I;DHB4_HUMAN;0.00091890575;in-house models
2746;Carambolaside I;DHI2_HUMAN;0.617815;in-house models
2747;Carambolaside I;ESR1_HUMAN;0.9796666666666667;in-house models
2748;Carambolaside I;MCR_HUMAN;0.342689;in-house models
2749;Carambolaside I;PGH1_HUMAN;0.048699400000000004;in-house models
2750;Carambolaside I;Q6INT1_XENLA;0.00538921;in-house models
2751;Carambolaside Ia;CP19A_HUMAN;0.768471;in-house models
2752;Carambolaside Ia;CP2D6_HUMAN;0.496093;in-house models
2753;Carambolaside Ia;DHB3_HUMAN;0.90025;in-house models
2754;Carambolaside Ia;DHB4_HUMAN;0.004916605000028892;in-house models
2755;Carambolaside Ia;DHI1_HUMAN;0.0184922;in-house models
2756;Carambolaside Ia;DHI2_HUMAN;0.8035645833333334;in-house models
2757;Carambolaside Ia;ESR1_HUMAN;0.9688833333333333;in-house models
2758;Carambolaside Ia;LOX5_HUMAN;0.212941;in-house models
2759;Carambolaside Ia;MCR_HUMAN;0.38432299999999997;in-house models
2760;Carambolaside Ia;NR1H4_HUMAN;0.32164299999999996;in-house models
2761;Carambolaside Ia;PGH1_HUMAN;0.241265;in-house models
2762;Carambolaside Ia;PPARG_HUMAN;0.146558;in-house models
2763;Carambolaside Ia;PTGES_HUMAN;0.180472;in-house models
2764;Carambolaside Ia;PTN1_HUMAN;0.945;in-house models
2765;Carambolaside Ia;Q6INT1_XENLA;0.046167;in-house models
2766;Carambolaside Ja;CP19A_HUMAN;0.6990645;in-house models
2767;Carambolaside Ja;CP2D6_HUMAN;0.39260300000000004;in-house models
2768;Carambolaside Ja;DHB3_HUMAN;0.9102499999999999;in-house models
2769;Carambolaside Ja;DHB4_HUMAN;0.00201395304885;in-house models
2770;Carambolaside Ja;DHI2_HUMAN;0.612243;in-house models
2771;Carambolaside Ja;ESR1_HUMAN;0.9430666666666666;in-house models
2772;Carambolaside Ja;ESR2_HUMAN;0.9358;in-house models
2773;Carambolaside Ja;GCR_HUMAN;0.0945939;in-house models
2774;Carambolaside Ja;LOX5_HUMAN;0.0650287;in-house models
2775;Carambolaside Ja;MCR_HUMAN;0.06638350000000001;in-house models
2776;Carambolaside Ja;MK14_HUMAN;0.0726503;in-house models
2777;Carambolaside Ja;NR1H2_HUMAN;0.25562399999999996;in-house models
2778;Carambolaside Ja;NR1H4_HUMAN;0.314136;in-house models
2779;Carambolaside Ja;PTGES_HUMAN;0.175446;in-house models
2780;Carambolaside Ja;PTN1_HUMAN;0.466100062438;in-house models
2781;Carambolaside Ja;Q6INT1_XENLA;0.00891297;in-house models
2782;Castillene E (R);ACES_HUMAN;0.407009;in-house models
2783;Castillene E (R);AK1C3_HUMAN;0.725069;in-house models
2784;Castillene E (R);CP19A_HUMAN;0.37652800000000003;in-house models
2785;Castillene E (R);CP2D6_HUMAN;0.51785;in-house models
2786;Castillene E (R);DHB2_HUMAN;0.8185714285714285;in-house models
2787;Castillene E (R);DHB3_HUMAN;0.9717250000000001;in-house models
2788;Castillene E (R);DHI2_HUMAN;0.7302;in-house models
2789;Castillene E (R);GCR_HUMAN;0.047358;in-house models
2790;Castillene E (R);HYES_HUMAN;0.9326000000000001;in-house models
2791;Castillene E (R);NR1H2_HUMAN;0.384748;in-house models
2792;Castillene E (R);PGH1_HUMAN;0.45487299999999997;in-house models
2793;Castillene E (S);DHB3_HUMAN;0.94625;in-house models
2794;Castillene E (S);DHI2_HUMAN;0.7474;in-house models
2795;Castillene E (S);HYES_HUMAN;0.9322;in-house models
2796;Ceratiolin (R);ACES_HUMAN;0.388653;in-house models
2797;Ceratiolin (R);CP19A_HUMAN;0.00667653;in-house models
2798;Ceratiolin (R);CP2D6_HUMAN;0.319238;in-house models
2799;Ceratiolin (R);DHB3_HUMAN;0.928375;in-house models
2800;Ceratiolin (R);DHI2_HUMAN;0.7642;in-house models
2801;Ceratiolin (R);LOX5_HUMAN;0.9608333333333334;in-house models
2802;Ceratiolin (S);DHB3_HUMAN;0.93125;in-house models
2803;Ceratiolin (S);DHI2_HUMAN;0.7474;in-house models
2804;Ceratiolin (S);LOX5_HUMAN;0.9608333333333334;in-house models
2805;Chamuvaritin;CP19A_HUMAN;0.6403300000000001;in-house models
2806;Chamuvaritin;CP2D6_HUMAN;0.7056635;in-house models
2807;Chamuvaritin;DHB3_HUMAN;0.580048;in-house models
2808;Chamuvaritin;ESR1_HUMAN;0.91175;in-house models
2809;Chamuvaritin;ESR2_HUMAN;0.91175;in-house models
2810;Chamuvaritin;GCR_HUMAN;0.0348953865;in-house models
2811;Chamuvaritin;LOX5_HUMAN;0.177602;in-house models
2812;Chamuvaritin;MCR_HUMAN;0.0804042;in-house models
2813;Chamuvaritin;MK14_HUMAN;0.00356227;in-house models
2814;Chamuvaritin;NR1H2_HUMAN;0.03547876666666667;in-house models
2815;Chamuvaritin;NR1H4_HUMAN;0.04790786666666667;in-house models
2816;Chamuvaritin;PGH1_HUMAN;0.6389100000000001;in-house models
2817;Chamuvaritin;PPARG_HUMAN;0.03397353333333333;in-house models
2818;Cinnabarone (R);C11B1_HUMAN;0.596;in-house models
2819;Cinnabarone (R);CP19A_HUMAN;0.7533115;in-house models
2820;Cinnabarone (R);CP2D6_HUMAN;0.597504;in-house models
2821;Cinnabarone (R);DHB3_HUMAN;0.5519198333333334;in-house models
2822;Cinnabarone (R);DHB4_HUMAN;0.12721700000086703;in-house models
2823;Cinnabarone (R);DHI1_HUMAN;0.44344700000000004;in-house models
2824;Cinnabarone (R);DHI2_HUMAN;0.6519815;in-house models
2825;Cinnabarone (R);ESR1_HUMAN;0.9586365079365079;in-house models
2826;Cinnabarone (R);ESR2_HUMAN;0.9369333333333333;in-house models
2827;Cinnabarone (R);GCR_HUMAN;0.259558952868;in-house models
2828;Cinnabarone (R);HYES_HUMAN;0.9642000000000001;in-house models
2829;Cinnabarone (R);LOX5_HUMAN;0.27678056666666667;in-house models
2830;Cinnabarone (R);MCR_HUMAN;0.38663525;in-house models
2831;Cinnabarone (R);MK14_HUMAN;0.3340845;in-house models
2832;Cinnabarone (R);NR1H2_HUMAN;0.07184833533333333;in-house models
2833;Cinnabarone (R);NR1H4_HUMAN;0.3058989;in-house models
2834;Cinnabarone (R);PGH1_HUMAN;0.589233;in-house models
2835;Cinnabarone (R);PPARA_HUMAN;0.0328543;in-house models
2836;Cinnabarone (R);PPARD_HUMAN;0.0029565;in-house models
2837;Cinnabarone (R);PPARG_HUMAN;0.03691643333333333;in-house models
2838;Cinnabarone (R);PTGES_HUMAN;0.10569500000000001;in-house models
2839;Cinnabarone (R);Q6INT1_XENLA;0.11620175;in-house models
2840;Cinnabarone (S);DHB3_HUMAN;0.9436666666666667;in-house models
2841;Cinnabarone (S);DHI2_HUMAN;0.8788444444444444;in-house models
2842;Cinnabarone (S);ESR1_HUMAN;0.9525333333333333;in-house models
2843;Cinnabarone (S);ESR2_HUMAN;0.955;in-house models
2844;Coatline A;ACES_HUMAN;0.550376;in-house models
2845;Coatline A;CP19A_HUMAN;0.5131290000000001;in-house models
2846;Coatline A;CP2D6_HUMAN;0.507897;in-house models
2847;Coatline A;DHB3_HUMAN;0.9248083333333332;in-house models
2848;Coatline A;DHB4_HUMAN;0.2356821083074525;in-house models
2849;Coatline A;DHI2_HUMAN;0.850325;in-house models
2850;Coatline A;ESR1_HUMAN;0.9588789115646258;in-house models
2851;Coatline A;LOX5_HUMAN;0.809929;in-house models
2852;Coatline A;MCR_HUMAN;0.141931037;in-house models
2853;Coatline A;PGH1_HUMAN;0.0336295;in-house models
2854;Coatline A;PPARG_HUMAN;0.322444;in-house models
2855;Coatline A;PTN1_HUMAN;0.00016811900000000002;in-house models
2856;Coatline A;Q6INT1_XENLA;0.274648;in-house models
2857;Coatline B;ACES_HUMAN;0.708947;in-house models
2858;Coatline B;CP19A_HUMAN;0.6118085;in-house models
2859;Coatline B;CP2D6_HUMAN;0.448179;in-house models
2860;Coatline B;DHB3_HUMAN;0.9225916666666667;in-house models
2861;Coatline B;DHB4_HUMAN;0.23882056699999998;in-house models
2862;Coatline B;DHI2_HUMAN;0.85265;in-house models
2863;Coatline B;ESR1_HUMAN;0.964738775510204;in-house models
2864;Coatline B;HYES_HUMAN;0.9037499999999999;in-house models
2865;Coatline B;LOX5_HUMAN;0.762339;in-house models
2866;Coatline B;MCR_HUMAN;0.17941183333333333;in-house models
2867;Coatline B;PGH1_HUMAN;0.20753600000000003;in-house models
2868;Coatline B;PPARG_HUMAN;0.19793630199999995;in-house models
2869;Coatline B;PTN1_HUMAN;0.48818575000000003;in-house models
2870;Coatline B;Q6INT1_XENLA;0.33809;in-house models
2871;Cochinchinenin (R);C11B1_HUMAN;0.596;in-house models
2872;Cochinchinenin (R);CP19A_HUMAN;0.6661345000000001;in-house models
2873;Cochinchinenin (R);CP2D6_HUMAN;0.7064600000000001;in-house models
2874;Cochinchinenin (R);DHB3_HUMAN;0.7430607777777777;in-house models
2875;Cochinchinenin (R);DHB4_HUMAN;0.0360478625;in-house models
2876;Cochinchinenin (R);DHI1_HUMAN;0.112423;in-house models
2877;Cochinchinenin (R);DHI2_HUMAN;0.9280999999999999;in-house models
2878;Cochinchinenin (R);ESR1_HUMAN;0.9475812925170067;in-house models
2879;Cochinchinenin (R);ESR2_HUMAN;0.9386833333333334;in-house models
2880;Cochinchinenin (R);GCR_HUMAN;0.012297790000000001;in-house models
2881;Cochinchinenin (R);HYES_HUMAN;0.9564;in-house models
2882;Cochinchinenin (R);LOX5_HUMAN;0.314467;in-house models
2883;Cochinchinenin (R);MCR_HUMAN;0.2670873333333333;in-house models
2884;Cochinchinenin (R);MK14_HUMAN;0.10845650000000001;in-house models
2885;Cochinchinenin (R);NR1H2_HUMAN;0.010719000837819999;in-house models
2886;Cochinchinenin (R);NR1H4_HUMAN;0.19399005;in-house models
2887;Cochinchinenin (R);PGH1_HUMAN;0.44483900000000004;in-house models
2888;Cochinchinenin (R);PPARG_HUMAN;0.0127606;in-house models
2889;Cochinchinenin (R);Q6INT1_XENLA;0.0823822025;in-house models
2890;Cochinchinenin (S);DHB3_HUMAN;0.9341666666666666;in-house models
2891;Cochinchinenin (S);DHI2_HUMAN;0.8630944444444445;in-house models
2892;Cochinchinenin (S);ESR1_HUMAN;0.9590897959183673;in-house models
2893;Cochinchinenin (S);ESR2_HUMAN;0.9436;in-house models
2894;Cochinchinenin A;ACES_HUMAN;0.032576;in-house models
2895;Cochinchinenin A;AK1C3_HUMAN;0.437354;in-house models
2896;Cochinchinenin A;CP19A_HUMAN;0.47937299999999994;in-house models
2897;Cochinchinenin A;CP2D6_HUMAN;0.672858;in-house models
2898;Cochinchinenin A;DHB2_HUMAN;0.7956666666666667;in-house models
2899;Cochinchinenin A;DHB3_HUMAN;0.929875;in-house models
2900;Cochinchinenin A;DHI1_HUMAN;0.0827328;in-house models
2901;Cochinchinenin A;DHI2_HUMAN;0.7402;in-house models
2902;Cochinchinenin A;ESR1_HUMAN;0.9340833333333334;in-house models
2903;Cochinchinenin A;GCR_HUMAN;0.09502523333333333;in-house models
2904;Cochinchinenin A;LOX5_HUMAN;0.6606989999999999;in-house models
2905;Cochinchinenin A;MCR_HUMAN;0.1202358;in-house models
2906;Cochinchinenin A;NR1H2_HUMAN;0.19478097;in-house models
2907;Cochinchinenin A;NR1H4_HUMAN;0.2093155326666666;in-house models
2908;Cochinchinenin A;PGH1_HUMAN;0.172068;in-house models
2909;Cochinchinenin A;PPARG_HUMAN;0.23387800000000003;in-house models
2910;Confusoside;3BHS1_HUMAN;0.9492;in-house models
2911;Confusoside;ACES_HUMAN;0.559048;in-house models
2912;Confusoside;CP19A_HUMAN;0.5946875;in-house models
2913;Confusoside;CP2D6_HUMAN;0.508749;in-house models
2914;Confusoside;DHB2_HUMAN;0.9738333333333334;in-house models
2915;Confusoside;DHB3_HUMAN;0.911875;in-house models
2916;Confusoside;DHB4_HUMAN;0.2538079386894725;in-house models
2917;Confusoside;DHI2_HUMAN;0.85385;in-house models
2918;Confusoside;ESR1_HUMAN;0.9598374149659863;in-house models
2919;Confusoside;GCR_HUMAN;1.1056500000000002e-05;in-house models
2920;Confusoside;LOX5_HUMAN;0.8906105000000001;in-house models
2921;Confusoside;MCR_HUMAN;0.11451704000000001;in-house models
2922;Confusoside;PGH1_HUMAN;0.9505000000000001;in-house models
2923;Confusoside;PPARG_HUMAN;0.34730449999999996;in-house models
2924;Confusoside;PTN1_HUMAN;0.47380791;in-house models
2925;Confusoside;Q6INT1_XENLA;0.469703;in-house models
2926;Corymbone A;CP19A_HUMAN;0.6625395;in-house models
2927;Corymbone A;CP2D6_HUMAN;0.32085949999999996;in-house models
2928;Corymbone A;DHI2_HUMAN;0.37455700000000003;in-house models
2929;Corymbone A;ESR1_HUMAN;0.868;in-house models
2930;Corymbone A;PGH1_HUMAN;0.678407;in-house models
2931;Corymbone A;PPARD_HUMAN;1.60508e-05;in-house models
2932;Corymbone B;CP19A_HUMAN;0.5872565000000001;in-house models
2933;Corymbone B;CP2D6_HUMAN;0.49888350000000004;in-house models
2934;Corymbone B;DHI2_HUMAN;0.5612145;in-house models
2935;Corymbone B;GCR_HUMAN;0.00665346;in-house models
2936;Corymbone B;MCR_HUMAN;0.0346516;in-house models
2937;Corymbone B;PGH1_HUMAN;0.680196;in-house models
2938;Corymbone B;PPARG_HUMAN;2.3974200000000002e-06;in-house models
2939;Corymbone B;PTGES_HUMAN;0.03862480000000001;in-house models
2940;Corymbone B;Q6INT1_XENLA;0.0938842;in-house models
2941;Crotaramin;ACES_HUMAN;0.0405968;in-house models
2942;Crotaramin;CP19A_HUMAN;0.634685;in-house models
2943;Crotaramin;CP2D6_HUMAN;0.933947;in-house models
2944;Crotaramin;DHB3_HUMAN;0.9421250000000001;in-house models
2945;Crotaramin;DHI1_HUMAN;0.461733;in-house models
2946;Crotaramin;DHI2_HUMAN;0.921;in-house models
2947;Crotaramin;ESR1_HUMAN;0.8916666666666667;in-house models
2948;Crotaramin;GCR_HUMAN;0.01996265;in-house models
2949;Crotaramin;LOX5_HUMAN;0.680416;in-house models
2950;Crotaramin;MCR_HUMAN;0.0571458;in-house models
2951;Crotaramin;NFKB1_HUMAN;0.847736;in-house models
2952;Crotaramin;NR1H2_HUMAN;0.160811584;in-house models
2953;Crotaramin;NR1H4_HUMAN;0.302507;in-house models
2954;Crotaramin;PGH1_HUMAN;0.734861;in-house models
2955;Crotaramin;PTGES_HUMAN;0.418022;in-house models
2956;Crotin;3BHS1_HUMAN;0.9351999999999999;in-house models
2957;Crotin;ACES_HUMAN;0.735777;in-house models
2958;Crotin;CP19A_HUMAN;0.8197549999999999;in-house models
2959;Crotin;CP2D6_HUMAN;0.7649245;in-house models
2960;Crotin;DHB2_HUMAN;0.9622777777777779;in-house models
2961;Crotin;DHB3_HUMAN;0.9066041666666667;in-house models
2962;Crotin;DHB4_HUMAN;0.0061925;in-house models
2963;Crotin;DHI1_HUMAN;0.40468;in-house models
2964;Crotin;DHI2_HUMAN;0.91975;in-house models
2965;Crotin;ESR1_HUMAN;0.9321552380952379;in-house models
2966;Crotin;GCR_HUMAN;0.033423350297122505;in-house models
2967;Crotin;LOX5_HUMAN;0.6955209166666666;in-house models
2968;Crotin;MCR_HUMAN;0.07564132;in-house models
2969;Crotin;NR1H2_HUMAN;0.21425500000000003;in-house models
2970;Crotin;NR1H4_HUMAN;0.309519;in-house models
2971;Crotin;PGH1_HUMAN;0.60416;in-house models
2972;Crotin;PPARG_HUMAN;0.0758733;in-house models
2973;Crotin;Q6INT1_XENLA;0.247819;in-house models
2974;Cycloaltisin 6;CP19A_HUMAN;0.7437325;in-house models
2975;Cycloaltisin 6;CP2D6_HUMAN;0.538977;in-house models
2976;Cycloaltisin 6;DHB3_HUMAN;0.9592499999999999;in-house models
2977;Cycloaltisin 6;DHB4_HUMAN;0.25672;in-house models
2978;Cycloaltisin 6;DHI1_HUMAN;0.552702;in-house models
2979;Cycloaltisin 6;DHI2_HUMAN;0.548241;in-house models
2980;Cycloaltisin 6;ESR1_HUMAN;0.9511777777777778;in-house models
2981;Cycloaltisin 6;ESR2_HUMAN;0.9371;in-house models
2982;Cycloaltisin 6;GCR_HUMAN;0.058428455;in-house models
2983;Cycloaltisin 6;LOX5_HUMAN;0.20869315;in-house models
2984;Cycloaltisin 6;MCR_HUMAN;0.12332662000063906;in-house models
2985;Cycloaltisin 6;MK14_HUMAN;0.423346;in-house models
2986;Cycloaltisin 6;PGH1_HUMAN;0.569483;in-house models
2987;Cycloaltisin 6;PTGES_HUMAN;0.563717;in-house models
2988;Cycloaltisin 6;Q6INT1_XENLA;0.05413380000000001;in-house models
2989;Daemonorol F;CP19A_HUMAN;0.510015;in-house models
2990;Daemonorol F;CP2D6_HUMAN;0.5501305;in-house models
2991;Daemonorol F;DHB3_HUMAN;0.9564999999999999;in-house models
2992;Daemonorol F;DHI2_HUMAN;0.7428;in-house models
2993;Daemonorol F;GCR_HUMAN;0.0472653;in-house models
2994;Daemonorol F;LOX5_HUMAN;0.47262006166666676;in-house models
2995;Daemonorol F;MK14_HUMAN;0.0237697;in-house models
2996;Daemonorol F;NR1H2_HUMAN;0.39238;in-house models
2997;Daemonorol F;PGH1_HUMAN;0.157021;in-house models
2998;Daemonorol F;PPARG_HUMAN;0.053391499999999995;in-house models
2999;Davidigenin;CP19A_HUMAN;0.42989799999999995;in-house models
3000;Davidigenin;CP2D6_HUMAN;0.343252;in-house models
3001;Davidigenin;DHB2_HUMAN;0.9709444444444445;in-house models
3002;Davidigenin;DHB3_HUMAN;0.9264999999999999;in-house models
3003;Davidigenin;DHB4_HUMAN;0.27080297068375003;in-house models
3004;Davidigenin;DHI2_HUMAN;0.8187;in-house models
3005;Davidigenin;ESR1_HUMAN;0.9581333333333334;in-house models
3006;Davidigenin;HYES_HUMAN;0.9199999999999999;in-house models
3007;Davidigenin;LOX5_HUMAN;0.818465;in-house models
3008;Davidigenin;MCR_HUMAN;0.111851;in-house models
3009;Davidioside;ACES_HUMAN;0.48464300000000005;in-house models
3010;Davidioside;C11B1_HUMAN;0.7143750000000001;in-house models
3011;Davidioside;CP19A_HUMAN;0.6358396666666667;in-house models
3012;Davidioside;CP2D6_HUMAN;0.43572299999999997;in-house models
3013;Davidioside;DHB2_HUMAN;0.9620833333333334;in-house models
3014;Davidioside;DHB3_HUMAN;0.92125;in-house models
3015;Davidioside;DHB4_HUMAN;0.15215833;in-house models
3016;Davidioside;DHI2_HUMAN;0.7394;in-house models
3017;Davidioside;ESR1_HUMAN;0.9588325396825397;in-house models
3018;Davidioside;LOX5_HUMAN;0.8052320000000001;in-house models
3019;Davidioside;MCR_HUMAN;0.18607400000000002;in-house models
3020;Davidioside;PGH1_HUMAN;0.9712500000000001;in-house models
3021;Davidioside;PPARG_HUMAN;0.00092400076;in-house models
3022;Davidioside;Q6INT1_XENLA;0.0081405;in-house models
3023;Dennisic acid A;CP19A_HUMAN;0.6816869999999999;in-house models
3024;Dennisic acid A;CP2D6_HUMAN;0.504775;in-house models
3025;Dennisic acid A;DHB4_HUMAN;1.25489e-06;in-house models
3026;Dennisic acid A;DHI2_HUMAN;0.41973599999999994;in-house models
3027;Dennisic acid A;GCR_HUMAN;0.031342949999999994;in-house models
3028;Dennisic acid A;LOX5_HUMAN;0.031005599999999998;in-house models
3029;Dennisic acid A;MCR_HUMAN;0.20604123333333332;in-house models
3030;Dennisic acid A;NR1H4_HUMAN;0.32615500000000003;in-house models
3031;Dennisic acid A;PGH1_HUMAN;0.72426;in-house models
3032;Dennisic acid A;PPARG_HUMAN;0.0483162;in-house models
3033;Dennisic acid A;PTGES_HUMAN;0.609517;in-house models
3034;Dihydro-rottlerin;CP19A_HUMAN;0.6006279999999999;in-house models
3035;Dihydro-rottlerin;CP2D6_HUMAN;0.531183;in-house models
3036;Dihydro-rottlerin;DHI1_HUMAN;0.266588;in-house models
3037;Dihydro-rottlerin;DHI2_HUMAN;0.19918;in-house models
3038;Dihydro-rottlerin;GCR_HUMAN;0.0005205545000000001;in-house models
3039;Dihydro-rottlerin;LOX5_HUMAN;0.29265149999999995;in-house models
3040;Dihydro-rottlerin;MCR_HUMAN;0.17897903333333331;in-house models
3041;Dihydro-rottlerin;NR1H2_HUMAN;0.0390749;in-house models
3042;Dihydro-rottlerin;NR1H4_HUMAN;0.161521;in-house models
3043;Dihydro-rottlerin;PGH1_HUMAN;0.598627;in-house models
3044;Dihydro-rottlerin;PPARD_HUMAN;0.00232052;in-house models
3045;Dihydro-rottlerin;PTGES_HUMAN;0.449033;in-house models
3046;Dihydro-rottlerin;Q6INT1_XENLA;0.122148;in-house models
3047;Dihydrocalythropsin;3BHS1_HUMAN;0.9322;in-house models
3048;Dihydrocalythropsin;ACES_HUMAN;0.1959695608565;in-house models
3049;Dihydrocalythropsin;AK1C3_HUMAN;0.12346857666666668;in-house models
3050;Dihydrocalythropsin;CP19A_HUMAN;0.7133079999999999;in-house models
3051;Dihydrocalythropsin;CP2D6_HUMAN;0.6768005;in-house models
3052;Dihydrocalythropsin;DHB2_HUMAN;0.9720555555555555;in-house models
3053;Dihydrocalythropsin;DHB3_HUMAN;0.92675;in-house models
3054;Dihydrocalythropsin;DHB4_HUMAN;0.2595199825;in-house models
3055;Dihydrocalythropsin;DHB7_HUMAN;0.9135;in-house models
3056;Dihydrocalythropsin;DHI2_HUMAN;0.841175;in-house models
3057;Dihydrocalythropsin;ESR1_HUMAN;0.9497160714285715;in-house models
