compound;platform;prob;UniProt_name
96400-41-8 (R);SEA;1.78E-08;NU1M_BOVIN
96400-41-8 (R);SEA;2.12E-08;AOFB_MOUSE
96400-41-8 (R);SEA;3.04E-08;LUCI_PHOPY
96400-41-8 (R);SEA;3.20E-08;EBNA1_EBVB9
96400-41-8 (R);SEA;5.28E-08;KLF5_HUMAN
96400-41-8 (R);SEA;5.55E-08;PKNB_MYCTU
96400-41-8 (R);SEA;1.13E-07;5HT2B_HUMAN
96400-41-8 (R);SEA;1.89E-07;TSPO_HUMAN
96400-41-8 (R);SEA;2.64E-07;CP2CJ_HUMAN
96400-41-8 (R);SEA;3.29E-07;PDE4D_HUMAN
96400-41-8 (R);SEA;3.77E-07;SENP7_HUMAN
96400-41-8 (R);SEA;3.84E-07;NR0B1_HUMAN
96400-41-8 (R);SEA;6.19E-07;S22A6_RAT
96400-41-8 (R);SEA;6.27E-07;CP2D6_HUMAN
96400-41-8 (R);SEA;1.08E-06;CP1A2_HUMAN
96400-41-8 (R);SEA;1.17E-06;ELAV1_HUMAN
96400-41-8 (R);SEA;3.48E-06;Q79MP6_PSEAI
96400-41-8 (R);SEA;3.64E-06;CP2C9_HUMAN
96400-41-8 (R);SEA;3.80E-06;5HT2B_RAT
96400-41-8 (R);SEA;4.69E-06;CAC1B_RAT
96400-41-8 (R);SEA;4.89E-06;CP2J2_HUMAN
96400-41-8 (R);SEA;5.74E-06;KCNQ2_MOUSE
96400-41-8 (S);SEA;1.66E-133;EDNRB_PIG
96400-41-8 (S);SEA;6.38E-106;EDNRA_RAT
96400-41-8 (S);SEA;4.57E-88;EDNRB_HUMAN
96400-41-8 (S);SEA;3.54E-85;EDNRA_HUMAN
96400-41-8 (S);SEA;6.44E-67;BMP1_HUMAN
96400-41-8 (S);SEA;1.58E-54;EDNRB_MOUSE
96400-41-8 (S);SEA;8.11E-42;TS1R1_HUMAN
96400-41-8 (S);SEA;5.70E-38;PGH1_RAT
96400-41-8 (S);SEA;2.86E-36;EDNRA_MOUSE
96400-41-8 (S);SEA;8.22E-33;EDNRB_RABIT
96400-41-8 (S);SEA;4.61E-31;GNRHR_MOUSE
96400-41-8 (S);SEA;4.64E-30;CBPC2_HUMAN
96400-41-8 (S);SEA;5.02E-23;PGH2_RAT
96400-41-8 (S);SEA;2.49E-19;TAAR1_MACMU
96400-41-8 (S);SEA;3.36E-18;Q53I59_TRYCR
96400-41-8 (S);SEA;4.27E-17;SHH_HUMAN
96400-41-8 (S);SEA;1.11E-16;EDNRB_RAT
96400-41-8 (S);SEA;9.99E-16;Q9XSW7_PIG
96400-41-8 (S);SEA;5.88E-15;FADS1_RAT
96400-41-8 (S);SEA;1.17E-14;MCHR1_MOUSE
96400-41-8 (S);SEA;8.87E-13;B4GT1_BOVIN
96400-41-8 (S);SEA;9.63E-13;TS1R3_HUMAN
96400-41-8 (S);SEA;9.66E-13;CYSP_PLAFA
96400-41-8 (S);SEA;4.04E-12;TNR1A_HUMAN
96400-41-8 (S);SEA;5.34E-11;CP3A4_HUMAN
96400-41-8 (S);SEA;4.28E-10;YOPH_YEREN
96400-41-8 (S);SEA;1.36E-09;HSPB1_HUMAN
96400-41-8 (S);SEA;3.04E-09;MCHR1_HUMAN
96400-41-8 (S);SEA;1.60E-08;EST1_RABIT
96400-41-8 (S);SEA;1.78E-08;NU1M_BOVIN
96400-41-8 (S);SEA;2.12E-08;AOFB_MOUSE
96400-41-8 (S);SEA;3.04E-08;LUCI_PHOPY
96400-41-8 (S);SEA;3.20E-08;EBNA1_EBVB9
96400-41-8 (S);SEA;5.28E-08;KLF5_HUMAN
96400-41-8 (S);SEA;5.55E-08;PKNB_MYCTU
96400-41-8 (S);SEA;1.13E-07;5HT2B_HUMAN
96400-41-8 (S);SEA;1.89E-07;TSPO_HUMAN
96400-41-8 (S);SEA;2.64E-07;CP2CJ_HUMAN
96400-41-8 (S);SEA;3.29E-07;PDE4D_HUMAN
96400-41-8 (S);SEA;3.77E-07;SENP7_HUMAN
96400-41-8 (S);SEA;3.84E-07;NR0B1_HUMAN
96400-41-8 (S);SEA;6.19E-07;S22A6_RAT
96400-41-8 (S);SEA;6.27E-07;CP2D6_HUMAN
96400-41-8 (S);SEA;1.08E-06;CP1A2_HUMAN
96400-41-8 (S);SEA;1.17E-06;ELAV1_HUMAN
96400-41-8 (S);SEA;3.48E-06;Q79MP6_PSEAI
96400-41-8 (S);SEA;3.64E-06;CP2C9_HUMAN
96400-41-8 (S);SEA;3.80E-06;5HT2B_RAT
96400-41-8 (S);SEA;4.69E-06;CAC1B_RAT
96400-41-8 (S);SEA;4.89E-06;CP2J2_HUMAN
96400-41-8 (S);SEA;5.74E-06;KCNQ2_MOUSE
a,ß-Dihydroxanthohumol;SwissTargetPrediction;0.113979815;CATL1_HUMAN
a,ß-Dihydroxanthohumol;SwissTargetPrediction;0.10560828;ESR1_HUMAN
a,ß-Dihydroxanthohumol;SEA;3.78E-47;NANH_CLOPF
a,ß-Dihydroxanthohumol;SEA;8.81E-47;TRPV2_RAT
a,ß-Dihydroxanthohumol;SEA;2.32E-42;S28A3_HUMAN
a,ß-Dihydroxanthohumol;SEA;4.51E-39;LIPP_PIG
a,ß-Dihydroxanthohumol;SEA;4.07E-25;PA2GA_RABIT
a,ß-Dihydroxanthohumol;SEA;4.36E-21;TYRO_MOUSE
a,ß-Dihydroxanthohumol;SEA;6.11E-20;H9TVJ1_CHISP
a,ß-Dihydroxanthohumol;SEA;2.84E-18;SC5A2_RAT
a,ß-Dihydroxanthohumol;SEA;1.19E-17;SC5A1_RAT
a,ß-Dihydroxanthohumol;SEA;2.15E-17;A0A0C7ACN7_PSEAI
a,ß-Dihydroxanthohumol;SEA;1.66E-15;NANH_VIBCH
a,ß-Dihydroxanthohumol;SEA;6.74E-14;PPO2_AGABI
a,ß-Dihydroxanthohumol;SEA;7.73E-12;HIF1A_HUMAN
a,ß-Dihydroxanthohumol;SEA;8.51E-11;PA2GA_RAT
a,ß-Dihydroxanthohumol;SEA;4.67E-10;TRPA1_RAT
a,ß-Dihydroxanthohumol;SEA;1.20E-09;SC5A1_HUMAN
a,ß-Dihydroxanthohumol;SEA;1.36E-09;TYRO_HUMAN
a,ß-Dihydroxanthohumol;SEA;2.70E-09;SC5A2_HUMAN
a,ß-Dihydroxanthohumol;SEA;1.33E-08;TRPM8_RAT
a,ß-Dihydroxanthohumol;SEA;4.23E-08;PA2G5_MOUSE
a,ß-Dihydroxanthohumol;SEA;6.14E-08;Q3I4V7_CRYNV
a,ß-Dihydroxanthohumol;SEA;1.78E-07;CATL2_HUMAN
a,ß-Dihydroxanthohumol;SEA;1.89E-07;PA2GA_MOUSE
a,ß-Dihydroxanthohumol;SEA;4.72E-07;ERG1_RAT
a,ß-Dihydroxanthohumol;SEA;3.94E-06;PA2G5_HUMAN
a,ß-Dihydroxanthohumol;SEA;5.01E-06;KPCL_HUMAN
a,ß-Dihydroxanthohumol;SEA;7.25E-06;PTN1_HUMAN
a,ß-Dihydroxanthohumol;SEA;8.04E-06;DPOLB_RAT
a,ß-Dihydroxanthohumol;SEA;8.73E-06;CAH6_HUMAN
Abacopterin L;SwissTargetPrediction;0.257632984;SC5A2_HUMAN
Abacopterin L;SwissTargetPrediction;0.208183968;SC5A1_HUMAN
Abacopterin L;SwissTargetPrediction;0.17523513;SC5A4_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;S5A1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;S28A3_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;CP19A_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;TYRO_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;HYES_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;AA2AR_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;IF4A1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;IRAK4_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;TMIG3_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;PDE5A_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;S29A1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;LEG1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;RASN_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;IMDH1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;ADK_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;M3K14_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;CALM1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;CALM2_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;CALM3_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;NTRK1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;S28A2_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;GLCM_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;PARP1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;MMP8_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;GPR55_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;AA2BR_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;KPCI_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;CHK1_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;ANM7_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;PK3CB_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;HSP7C_HUMAN
Abacopterin L;SwissTargetPrediction;0.125687253;BIP_HUMAN
Abacopterin L;SEA;1.95E-55;FIMH_ECOLI
Abacopterin L;SEA;1.39E-46;IMDH1_HUMAN
Abacopterin L;SEA;3.48E-40;B4GT1_BOVIN
Abacopterin L;SEA;1.31E-39;GTR1_RAT
Abacopterin L;SEA;7.40E-34;S28A3_HUMAN
Abacopterin L;SEA;1.06E-28;Q1R2J4_ECOUT
Abacopterin L;SEA;6.25E-21;IL2_HUMAN
Abacopterin L;SEA;3.99E-18;SC5A2_HUMAN
Abacopterin L;SEA;1.11E-17;IMDH2_HUMAN
Abacopterin L;SEA;5.77E-15;SC5A1_RAT
Abacopterin L;SEA;8.88E-15;B4EH87_BURCJ
Abacopterin L;SEA;8.07E-14;SC5A4_HUMAN
Abacopterin L;SEA;2.23E-13;SC5A1_HUMAN
Abacopterin L;SEA;6.39E-10;PDIA1_HUMAN
Abacopterin L;SEA;3.30E-09;SC5A2_RAT
Abacopterin L;SEA;3.35E-09;AL1A2_HUMAN
Abacopterin L;SEA;3.35E-09;AL1B1_HUMAN
Abacopterin L;SEA;8.40E-09;TYRO_HUMAN
Abacopterin L;SEA;1.10E-08;TYDP1_HUMAN
Abacopterin L;SEA;4.34E-08;NMUR2_HUMAN
Abacopterin L;SEA;2.10E-06;ERAP1_HUMAN
Abacopterin L;SEA;2.71E-06;MYLK_HUMAN
Abacopterin L;SEA;3.80E-06;PPO2_AGABI
Acumitin;SwissTargetPrediction;0.110612204;F16P1_HUMAN
Acumitin;SwissTargetPrediction;0.110612204;KPCA_HUMAN
Acumitin;SwissTargetPrediction;0.110612204;KPCB_HUMAN
Acumitin;SwissTargetPrediction;0.110612204;KPCE_HUMAN
Acumitin;SwissTargetPrediction;0.110612204;LCK_HUMAN
Acumitin;SwissTargetPrediction;0.110612204;AAPK1_HUMAN
Acumitin;SEA;1.04E-42;NQO1_HUMAN
Acumitin;SEA;7.96E-22;SIAT1_RAT
Acumitin;SEA;2.76E-20;Q66HS9_RAT
Acumitin;SEA;4.22E-15;PPAC_HUMAN
Acumitin;SEA;6.08E-14;ASAH1_HUMAN
Acumitin;SEA;1.02E-13;PCSK7_HUMAN
Acumitin;SEA;8.87E-13;CREB1_HUMAN
Acumitin;SEA;8.65E-12;DGLA_HUMAN
Acumitin;SEA;2.53E-11;Q9BEG3_BOVIN
Acumitin;SEA;5.73E-10;MTR1B_HUMAN
Acumitin;SEA;1.05E-09;MTR1A_HUMAN
Acumitin;SEA;1.53E-09;HPPD_ARATH
Acumitin;SEA;3.80E-09;P2RX1_MOUSE
Acumitin;SEA;1.28E-08;PA24A_BOVIN
Acumitin;SEA;1.81E-08;FAAH1_MOUSE
Acumitin;SEA;3.81E-08;NAAA_RAT
Acumitin;SEA;6.77E-08;LX15B_RAT
Acumitin;SEA;1.41E-07;AOFA_HUMAN
Acumitin;SEA;1.77E-07;EDNRB_HUMAN
Acumitin;SEA;2.06E-07;F16P1_PIG
Acumitin;SEA;5.20E-07;EDNRA_RAT
Acumitin;SEA;4.62E-06;NANH_CLOPF
Acumitin;SEA;4.80E-06;LDHB_HUMAN
Acumitin;SEA;6.78E-06;SIAT1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CNR1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CNR2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CATB_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;HDAC2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;5HT7R_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;MTR1A_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;MTR1B_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;EGFR_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;KPCZ_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;TSPO_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;TRPV1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;HS90A_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;MMP2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;HS90B_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CDK4_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;OX1R_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;BRD4_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;KCNA5_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;LDLR_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;NK1R_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;MCR_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CCR3_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;BRPF1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PARP1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE10_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;NOS2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CBP_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;SMCA2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;AA2AR_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;AA2BR_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE1A_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE9A_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE1B_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE1C_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;BRD3_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;C11B1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;ACM3_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;C11B2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PAK4_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;LKHA4_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE5A_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;BACE2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CATD_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;GSK3B_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PDE2A_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CDK2_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;MK09_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;RAF1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;MTOR_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;PK3CA_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;BRAF_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;BACE1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;GRK6_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;KDM4E_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;TRY1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;CMA1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;P2RY1_HUMAN
Adunctin A;SwissTargetPrediction;0.106165761;NK3R_HUMAN
Adunctin A;SEA;3.87E-32;S28A3_HUMAN
Adunctin A;SEA;1.78E-18;MDR1_HUMAN
Adunctin A;SEA;1.49E-13;SC5A1_RAT
Adunctin A;SEA;2.50E-11;Q53I59_TRYCR
Adunctin A;SEA;4.29E-10;Q4QYD9_RAT
Adunctin A;SEA;1.41E-09;P2RX1_MOUSE
Adunctin A;SEA;2.28E-08;SC5A2_RAT
Adunctin A;SEA;2.56E-07;FFAR1_HUMAN
Adunctin A;SEA;8.01E-07;SC5A2_HUMAN
Adunctin A;SEA;1.45E-06;SC5A1_HUMAN
Adunctin A;SEA;2.18E-06;A0A0C7ACN7_PSEAI
Adunctin A;SEA;2.72E-06;FFAR4_HUMAN
Adunctin A;SEA;9.42E-06;EGFR_MOUSE
Adunctin C;SwissTargetPrediction;0.106165761;PDE10_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;BRAF_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;TRPV1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CATB_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;HS90A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;VGFR1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PGFRB_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;5HT6R_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;TSPO_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;ABL1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;GSK3B_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;EGFR_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PDE3A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;LCK_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PDE7A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PIM1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;MTR1A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;MTR1B_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CATS_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;ATS5_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CNR2_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;GLR_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;GCR_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CPT1A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;KDM1A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;RET_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CDK2_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PCNA_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;S1PR3_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;ALK_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;NK3R_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PDK1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PDE5A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;RAF1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;FAAH1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;LCAP_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CCR3_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CXCR1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;LKHA4_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CAN2_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;HRH4_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CAN1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;PIM2_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;CASR_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;C11B1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;MK08_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;C11B2_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;HS90B_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;ADA1D_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;ADA1A_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;IKKA_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;KS6B1_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;LRRK2_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;TYSY_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;OXYR_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;SC6A4_HUMAN
Adunctin C;SwissTargetPrediction;0.106165761;FA10_HUMAN
Adunctin C;SEA;1.23E-32;S28A3_HUMAN
Adunctin C;SEA;1.90E-30;ACPM_HUMAN
Adunctin C;SEA;1.90E-30;CIA30_HUMAN
Adunctin C;SEA;1.90E-30;NDUA1_HUMAN
Adunctin C;SEA;1.90E-30;NDUA2_HUMAN
Adunctin C;SEA;1.90E-30;NDUA3_HUMAN
Adunctin C;SEA;1.90E-30;NDUA5_HUMAN
Adunctin C;SEA;1.90E-30;NDUA6_HUMAN
Adunctin C;SEA;1.90E-30;NDUA7_HUMAN
Adunctin C;SEA;1.90E-30;NDUA8_HUMAN
Adunctin C;SEA;1.90E-30;NDUA9_HUMAN
Adunctin C;SEA;1.90E-30;NDUAA_HUMAN
Adunctin C;SEA;1.90E-30;NDUAB_HUMAN
Adunctin C;SEA;1.90E-30;NDUAC_HUMAN
Adunctin C;SEA;1.90E-30;NDUAD_HUMAN
Adunctin C;SEA;1.90E-30;NDUB1_HUMAN
Adunctin C;SEA;1.90E-30;NDUB2_HUMAN
Adunctin C;SEA;1.90E-30;NDUB3_HUMAN
Adunctin C;SEA;1.90E-30;NDUB4_HUMAN
Adunctin C;SEA;1.90E-30;NDUB5_HUMAN
Adunctin C;SEA;1.90E-30;NDUB6_HUMAN
Adunctin C;SEA;1.90E-30;NDUB7_HUMAN
Adunctin C;SEA;1.90E-30;NDUB8_HUMAN
Adunctin C;SEA;1.90E-30;NDUB9_HUMAN
Adunctin C;SEA;1.90E-30;NDUBA_HUMAN
Adunctin C;SEA;1.90E-30;NDUBB_HUMAN
Adunctin C;SEA;1.90E-30;NDUC1_HUMAN
Adunctin C;SEA;1.90E-30;NDUC2_HUMAN
Adunctin C;SEA;1.90E-30;NDUF2_HUMAN
Adunctin C;SEA;1.90E-30;NDUF3_HUMAN
Adunctin C;SEA;1.90E-30;NDUF4_HUMAN
Adunctin C;SEA;1.90E-30;NDUS1_HUMAN
Adunctin C;SEA;1.90E-30;NDUS2_HUMAN
Adunctin C;SEA;1.90E-30;NDUS3_HUMAN
Adunctin C;SEA;1.90E-30;NDUS4_HUMAN
Adunctin C;SEA;1.90E-30;NDUS5_HUMAN
Adunctin C;SEA;1.90E-30;NDUS6_HUMAN
Adunctin C;SEA;1.90E-30;NDUS7_HUMAN
Adunctin C;SEA;1.90E-30;NDUS8_HUMAN
Adunctin C;SEA;1.90E-30;NDUV1_HUMAN
Adunctin C;SEA;1.90E-30;NDUV2_HUMAN
Adunctin C;SEA;1.90E-30;NDUV3_HUMAN
Adunctin C;SEA;1.90E-30;NU1M_HUMAN
Adunctin C;SEA;1.90E-30;NU2M_HUMAN
Adunctin C;SEA;1.90E-30;NU3M_HUMAN
Adunctin C;SEA;1.90E-30;NU4LM_HUMAN
Adunctin C;SEA;1.90E-30;NU5M_HUMAN
Adunctin C;SEA;1.90E-30;NU6M_HUMAN
Adunctin C;SEA;1.90E-30;NUA4L_HUMAN
Adunctin C;SEA;9.99E-16;Q53I59_TRYCR
Adunctin C;SEA;1.78E-15;NDUA4_HUMAN
Adunctin C;SEA;9.26E-14;SC5A1_RAT
Adunctin C;SEA;3.23E-10;NU4M_HUMAN
Adunctin C;SEA;3.73E-10;MDR1_HUMAN
Adunctin C;SEA;1.48E-09;HPPD_ARATH
Adunctin C;SEA;1.72E-08;SC5A2_RAT
Adunctin C;SEA;3.91E-08;SENP1_HUMAN
Adunctin C;SEA;5.22E-08;SC5A2_HUMAN
Adunctin C;SEA;2.17E-07;SC5A1_HUMAN
Adunctin C;SEA;1.33E-06;Q8QGU2_CHICK
Adunctin C;SEA;2.33E-06;BLA1_ECOLX
Adunctin C;SEA;6.87E-06;KCNA3_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;GCR_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PDE10_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;EP300_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;TRPV1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;CRFR1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PDE5A_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;EGFR_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;GLR_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PIM1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;GSK3B_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;C11B1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;C11B2_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;LDLR_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;HS90B_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PYRD_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;KIF11_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;TSPO_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PDK1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;HS90A_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;KDM1A_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;SC6A4_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;CPT1A_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;MMP1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;MMP7_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;5HT6R_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;F263_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;CDK2_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;ADA1B_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;CATS_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;ROCK2_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;5HT7R_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;TBB1_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PDE3A_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;PDE7A_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;AL5AP_HUMAN
Adunctin D;SwissTargetPrediction;0.106165761;CASR_HUMAN
