;Compound;UniProt_name;SEA;SuperPred;SwissTargetPrediction;in-house models
24393;Dennisic acid A;GBRB_MUSDO;9.63e-06;;;
24394;Dennisic acid A;GCR_HUMAN;;;;0.031342949999999994
24395;Dennisic acid A;LOX5_HUMAN;;;;0.031005599999999998
24396;Dennisic acid A;LPAR1_HUMAN;7.95e-07;;;
24397;Dennisic acid A;LPAR5_HUMAN;9.82e-10;;;
24398;Dennisic acid A;MCR_HUMAN;;;;0.20604123333333332
24399;Dennisic acid A;MDR1_HUMAN;1.5800000000000001e-12;;;
24400;Dennisic acid A;NFKB1_HUMAN;6.25e-07;;;
24401;Dennisic acid A;NR1H4_HUMAN;;;;0.32615500000000003
24402;Dennisic acid A;PGH1_HUMAN;;;;0.72426
24403;Dennisic acid A;PPARG_HUMAN;;;;0.0483162
24404;Dennisic acid A;PTGES_HUMAN;;;;0.609517
24405;Dennisic acid A;Q53I59_TRYCR;1.74e-11;;;
24406;Dennisic acid A;Q9BJJ9_PLAFA;7.77e-16;;;
24407;Dennisic acid A;S28A3_HUMAN;6.2099999999999994e-30;;;
24408;Dennisic acid A;TRPA1_RAT;4.5e-06;;;
24409;Dihydro-rottlerin;AAPK1_HUMAN;;;0.121906255;
24410;Dihydro-rottlerin;CATK_HUMAN;;;0.121906255;
24411;Dihydro-rottlerin;CP19A_HUMAN;;;;0.6006279999999999
24412;Dihydro-rottlerin;CP2D6_HUMAN;;;;0.531183
24413;Dihydro-rottlerin;DCOR_HUMAN;2.3300000000000003e-26;;0.121906255;
24414;Dihydro-rottlerin;DHI1_HUMAN;;;;0.266588
24415;Dihydro-rottlerin;DHI2_HUMAN;;;;0.19918
24416;Dihydro-rottlerin;EGLN1_HUMAN;;;0.121906255;
24417;Dihydro-rottlerin;ENPL_HUMAN;;;0.121906255;
24418;Dihydro-rottlerin;GCR_HUMAN;;;;0.0005205545000000001
24419;Dihydro-rottlerin;HPPD_ARATH;1.29e-09;;;
24420;Dihydro-rottlerin;HS90A_HUMAN;;;0.121906255;
24421;Dihydro-rottlerin;HS90B_HUMAN;;;0.121906255;
24422;Dihydro-rottlerin;KCNA1_HUMAN;3.7e-08;;;
24423;Dihydro-rottlerin;KCNA2_HUMAN;3.3600000000000003e-13;;;
24424;Dihydro-rottlerin;KPCA_HUMAN;;;0.121906255;
24425;Dihydro-rottlerin;KPCB_HUMAN;;;0.121906255;
24426;Dihydro-rottlerin;KPCD_HUMAN;;;0.121906255;
24427;Dihydro-rottlerin;KPCE_HUMAN;;;0.121906255;
24428;Dihydro-rottlerin;LOX5_HUMAN;;;;0.29265149999999995
24429;Dihydro-rottlerin;MAPK2_HUMAN;;;0.121906255;
24430;Dihydro-rottlerin;MAPK5_HUMAN;6.93e-06;;0.121906255;
24431;Dihydro-rottlerin;MCR_HUMAN;;;;0.17897903333333331
24432;Dihydro-rottlerin;MDH_THETH;1.11e-16;;;
24433;Dihydro-rottlerin;MDR1_HUMAN;1.11e-06;;;
24434;Dihydro-rottlerin;NANH_CLOPF;2.44e-06;;;
24435;Dihydro-rottlerin;NOS2_HUMAN;;;0.121906255;
24436;Dihydro-rottlerin;NR1H2_HUMAN;;;;0.0390749
24437;Dihydro-rottlerin;NR1H4_HUMAN;;;;0.161521
24438;Dihydro-rottlerin;P2RX1_MOUSE;3.24e-09;;;
24439;Dihydro-rottlerin;PDE5A_HUMAN;;;0.121906255;
24440;Dihydro-rottlerin;PGH1_HUMAN;;;;0.598627
24441;Dihydro-rottlerin;PK3CG_HUMAN;;;0.121906255;
24442;Dihydro-rottlerin;PPARD_HUMAN;;;;0.00232052
24443;Dihydro-rottlerin;PPO2_AGABI;9.03e-06;;;
24444;Dihydro-rottlerin;PTGES_HUMAN;;;;0.449033
24445;Dihydro-rottlerin;Q6INT1_XENLA;;;;0.122148
24446;Dihydro-rottlerin;SIR1_HUMAN;;;0.121906255;
24447;Dihydro-rottlerin;SORT_HUMAN;;;0.121906255;
24448;Dihydro-rottlerin;TYDP1_HUMAN;2.33e-10;;;
24449;Dihydrocalythropsin;3BHS1_HUMAN;;;;0.9322
24450;Dihydrocalythropsin;5HT2B_RAT;7.77e-16;;;
24451;Dihydrocalythropsin;A0A0C7ACN7_PSEAI;7.63e-28;;;
24452;Dihydrocalythropsin;AA2BR_RAT;1.42e-07;;;
24453;Dihydrocalythropsin;ABCG2_HUMAN;2.0899999999999998e-19;;;
24454;Dihydrocalythropsin;ACES_HUMAN;6.490000000000001e-07;;;0.1959695608565
24455;Dihydrocalythropsin;ADRB1_MOUSE;6.66e-16;;;
24456;Dihydrocalythropsin;ADRB2_HUMAN;6.75e-07;;;
24457;Dihydrocalythropsin;ADRB2_RAT;6.890000000000001e-07;;;
24458;Dihydrocalythropsin;ADRB3_HUMAN;3.57e-06;;;
24459;Dihydrocalythropsin;AK1BA_HUMAN;1.31e-09;;;
24460;Dihydrocalythropsin;AK1C2_HUMAN;5.25e-08;;;
24461;Dihydrocalythropsin;AK1C3_HUMAN;4.56e-08;;;0.12346857666666668
24462;Dihydrocalythropsin;AK1C4_HUMAN;2.5e-11;;;
24463;Dihydrocalythropsin;ALDR_RAT;2.0899999999999997e-18;;;
24464;Dihydrocalythropsin;AOFB_HUMAN;3.21e-06;;;
24465;Dihydrocalythropsin;AROK_HELPY;3.03e-08;;;
24466;Dihydrocalythropsin;ARP19_RAT;2.8500000000000002e-27;;;
24467;Dihydrocalythropsin;BMP1_HUMAN;4.56e-07;;;
24468;Dihydrocalythropsin;CAH12_HUMAN;2.35e-07;;;
24469;Dihydrocalythropsin;CAH13_MOUSE;2.1199999999999998e-17;;;
24470;Dihydrocalythropsin;CAH14_HUMAN;2.26e-13;;;
24471;Dihydrocalythropsin;CAH15_MOUSE;2.35e-10;;;
24472;Dihydrocalythropsin;CAH1_HUMAN;3.6499999999999996e-08;;;
24473;Dihydrocalythropsin;CAH2_HUMAN;5.25e-07;;;
24474;Dihydrocalythropsin;CAH3_HUMAN;8.29e-09;;;
24475;Dihydrocalythropsin;CAH5A_HUMAN;1.71e-09;;;
24476;Dihydrocalythropsin;CAH5B_HUMAN;2.65e-10;;;
24477;Dihydrocalythropsin;CAH6_HUMAN;9.02e-13;;;
24478;Dihydrocalythropsin;CAH7_HUMAN;7.59e-14;;;
24479;Dihydrocalythropsin;CAH9_HUMAN;3.36e-07;;;
24480;Dihydrocalythropsin;CALM1_HUMAN;7.320000000000001e-10;;;
24481;Dihydrocalythropsin;CAN1_HUMAN;3.6899999999999997e-11;;;
24482;Dihydrocalythropsin;CAN_CANAL;1.44e-07;;;
24483;Dihydrocalythropsin;CBR1_HUMAN;1.13e-06;;;
24484;Dihydrocalythropsin;COMT_RAT;7.81e-11;;;
24485;Dihydrocalythropsin;CP19A_HUMAN;;;;0.7133079999999999
24486;Dihydrocalythropsin;CP1B1_HUMAN;9.25e-07;;;
24487;Dihydrocalythropsin;CP24A_RAT;2.08e-22;;;
24488;Dihydrocalythropsin;CP27B_MOUSE;1.47e-06;;;
24489;Dihydrocalythropsin;CP2D6_HUMAN;;;;0.6768005
24490;Dihydrocalythropsin;CTBP2_HUMAN;1.02e-11;;;
24491;Dihydrocalythropsin;CXCR4_RAT;4.69e-06;;;
24492;Dihydrocalythropsin;CYSP_PLAFA;2.2e-21;;;
24493;Dihydrocalythropsin;DHB2_HUMAN;;;;0.9720555555555555
24494;Dihydrocalythropsin;DHB3_HUMAN;;;;0.92675
24495;Dihydrocalythropsin;DHB3_RAT;2.29e-06;;;
24496;Dihydrocalythropsin;DHB4_HUMAN;;;;0.2595199825
24497;Dihydrocalythropsin;DHB7_HUMAN;;;;0.9135
24498;Dihydrocalythropsin;DHI2_HUMAN;;;;0.841175
24499;Dihydrocalythropsin;DPOL_HHV6U;6.360000000000001e-42;;;
24500;Dihydrocalythropsin;ERCC1_HUMAN;2.3199999999999995e-37;;;
24501;Dihydrocalythropsin;ERCC5_HUMAN;5.68e-06;;;
24502;Dihydrocalythropsin;ESR1_HUMAN;;;0.114337559;0.9497160714285715
24503;Dihydrocalythropsin;EST1_HUMAN;4.09e-09;;;
24504;Dihydrocalythropsin;EST1_RABIT;3.4600000000000005e-09;;;
24505;Dihydrocalythropsin;EST2_HUMAN;1.39e-06;;;
24506;Dihydrocalythropsin;FAAH1_RAT;1.2099999999999999e-11;;;
24507;Dihydrocalythropsin;FADS1_HUMAN;3.1e-09;;;
24508;Dihydrocalythropsin;FFAR1_HUMAN;3.65e-28;;;
24509;Dihydrocalythropsin;FFAR1_RAT;6.76e-06;;;
24510;Dihydrocalythropsin;FFAR4_HUMAN;2.1999999999999998e-26;;;
24511;Dihydrocalythropsin;FOS_HUMAN;1.24e-11;;;
24512;Dihydrocalythropsin;GCR_HUMAN;;;;2.12711e-05
24513;Dihydrocalythropsin;GRK6_HUMAN;6.68e-07;;;
24514;Dihydrocalythropsin;GRPE_ECOLI;3e-15;;;
24515;Dihydrocalythropsin;HCAR2_HUMAN;8.33e-07;;;
24516;Dihydrocalythropsin;IBP3_HUMAN;2.04e-09;;;
24517;Dihydrocalythropsin;IBP5_HUMAN;1.1e-31;;;
24518;Dihydrocalythropsin;INHA_MYCTU;1.91e-13;;;
24519;Dihydrocalythropsin;JUN_HUMAN;5.09e-07;;;
24520;Dihydrocalythropsin;KCND3_HUMAN;2.5e-11;;;
24521;Dihydrocalythropsin;KCNJ2_MOUSE;7.750000000000001e-22;;;
24522;Dihydrocalythropsin;KDM4E_HUMAN;9.77e-12;;;
24523;Dihydrocalythropsin;LOX12_HUMAN;5.27e-07;;;
24524;Dihydrocalythropsin;LOX15_HUMAN;7.45e-27;;;
24525;Dihydrocalythropsin;LOX15_RABIT;1.29e-06;;;
24526;Dihydrocalythropsin;LOX15_RAT;2.48e-09;;;
24527;Dihydrocalythropsin;LOX1_SOYBN;2.86e-12;;;
24528;Dihydrocalythropsin;LOX5_HUMAN;;;;0.9173224444444444
24529;Dihydrocalythropsin;LOX5_RAT;1.1900000000000001e-17;;;
24530;Dihydrocalythropsin;LPAR1_HUMAN;3.0499999999999996e-17;;;
24531;Dihydrocalythropsin;LPAR5_HUMAN;1.43e-14;;;
24532;Dihydrocalythropsin;MCR_HUMAN;;;;0.046407156
24533;Dihydrocalythropsin;MDHC_HUMAN;1.77e-08;;;
24534;Dihydrocalythropsin;MDHC_PIG;3.2200000000000003e-15;;;
24535;Dihydrocalythropsin;MDHM_PIG;6.69e-06;;;
24536;Dihydrocalythropsin;MDR1_HUMAN;1.0800000000000001e-11;;;
24537;Dihydrocalythropsin;MGRA_STAAU;1.29e-33;;;
24538;Dihydrocalythropsin;MOT4_HUMAN;3.9e-12;;;
24539;Dihydrocalythropsin;MTCA1_MYCTU;1.2e-06;;;
24540;Dihydrocalythropsin;MTR1A_HUMAN;5.5499999999999986e-68;;;
24541;Dihydrocalythropsin;MTR1B_CHICK;7.04e-36;;;
24542;Dihydrocalythropsin;MTR1B_HUMAN;4.7099999999999995e-53;;;
24543;Dihydrocalythropsin;MTSI_SPISQ;2.7e-18;;;
24544;Dihydrocalythropsin;NEP_MOUSE;5.11e-10;;;
24545;Dihydrocalythropsin;NF2L2_HUMAN;3.1e-07;;;
24546;Dihydrocalythropsin;NFKB1_HUMAN;6.27e-07;;;0.19603800000000002
24547;Dihydrocalythropsin;NPCL1_RAT;4.22e-20;;;
24548;Dihydrocalythropsin;NQO2_HUMAN;2.22e-16;;;
24549;Dihydrocalythropsin;NR1H2_HUMAN;;;;0.00458994
24550;Dihydrocalythropsin;NU1M_BOVIN;6.139999999999999e-31;;;
24551;Dihydrocalythropsin;P2RX1_MOUSE;7.109999999999999e-11;;;
24552;Dihydrocalythropsin;P96878_MYCTU;2.27e-09;;;
24553;Dihydrocalythropsin;PA2GA_HUMAN;2.2000000000000002e-08;;;
24554;Dihydrocalythropsin;PA_I000X;9.99e-16;;;
24555;Dihydrocalythropsin;PA_I34A1;9.92e-07;;;
24556;Dihydrocalythropsin;PDK1_HUMAN;7.82e-12;;;
24557;Dihydrocalythropsin;PDK3_HUMAN;7.77e-16;;;
24558;Dihydrocalythropsin;PDK4_HUMAN;3.92e-18;;;
24559;Dihydrocalythropsin;PGH1_HUMAN;;;;0.446563
24560;Dihydrocalythropsin;PGH1_RAT;2.5499999999999995e-36;;;
24561;Dihydrocalythropsin;PGH2_RAT;5.269999999999999e-44;;;
24562;Dihydrocalythropsin;PHHY_PSEFL;9.52e-32;;;
24563;Dihydrocalythropsin;PHLP2_HUMAN;1.01e-06;;;
24564;Dihydrocalythropsin;PKNB_MYCTU;9.289999999999999e-08;;;
24565;Dihydrocalythropsin;PLAP_HUMAN;2.3199999999999997e-26;;;
24566;Dihydrocalythropsin;PPBN_HUMAN;1.03e-17;;;
24567;Dihydrocalythropsin;PPO2_AGABI;6.44e-12;;;
24568;Dihydrocalythropsin;PRIO_SHEEP;2.8000000000000003e-09;;;
24569;Dihydrocalythropsin;PSBA_SPIOL;3.89e-06;;;
24570;Dihydrocalythropsin;PTN1_HUMAN;;;;0.937
24571;Dihydrocalythropsin;Q0PJ46_PLAFA;8.57e-13;;;
24572;Dihydrocalythropsin;Q25270_LEIDO;2.72e-06;;;
24573;Dihydrocalythropsin;Q25615_ONCVO;2.71e-06;;;
24574;Dihydrocalythropsin;Q2PCB5_DICLA;1.4e-08;;;
24575;Dihydrocalythropsin;Q39829_SOYBN;1.27e-37;;;
24576;Dihydrocalythropsin;Q3I4V7_CRYNV;3.8300000000000004e-18;;;
24577;Dihydrocalythropsin;Q49PX0_9POXV;2.5e-10;;;
24578;Dihydrocalythropsin;Q6INT1_XENLA;;;;0.0575885
24579;Dihydrocalythropsin;Q6UCJ9_TOXGO;6e-19;;;
24580;Dihydrocalythropsin;Q6VVP7_PLAFA;3.2200000000000003e-15;;;
24581;Dihydrocalythropsin;Q7ZJM1_9HIV1;2.44e-15;;;
24582;Dihydrocalythropsin;Q8HY88_BOVIN;1.23e-11;;;
24583;Dihydrocalythropsin;Q8I2J3_PLAF7;3.6299999999999997e-12;;;
24584;Dihydrocalythropsin;Q965D7_PLAFA;2.24e-06;;;
24585;Dihydrocalythropsin;Q9BEG3_BOVIN;3.84e-09;;;
24586;Dihydrocalythropsin;RYR2_HUMAN;2.48e-09;;;
24587;Dihydrocalythropsin;S22A6_RAT;3.3e-07;;;
24588;Dihydrocalythropsin;S28A3_HUMAN;6.529999999999999e-32;;;
24589;Dihydrocalythropsin;S6A11_MOUSE;1.37e-07;;;
24590;Dihydrocalythropsin;S6A13_MOUSE;1.0699999999999999e-13;;;
24591;Dihydrocalythropsin;SC5A1_HUMAN;1.79e-06;;;
24592;Dihydrocalythropsin;SC5A1_RAT;2.02e-13;;;
24593;Dihydrocalythropsin;SC5A2_RAT;2.73e-08;;;
24594;Dihydrocalythropsin;SENP7_HUMAN;1.44e-06;;;
24595;Dihydrocalythropsin;SHBG_HUMAN;2.26e-07;;;
24596;Dihydrocalythropsin;SPHK2_HUMAN;1.13e-10;;;
24597;Dihydrocalythropsin;SPRE_HUMAN;2.24e-14;;;
24598;Dihydrocalythropsin;SRC_MOUSE;3.01e-08;;;
24599;Dihydrocalythropsin;STXA_SHIDY;1.03e-08;;;
24600;Dihydrocalythropsin;T2R14_HUMAN;1.57e-12;;;
24601;Dihydrocalythropsin;TAAR5_HUMAN;1.54e-32;;;
24602;Dihydrocalythropsin;TAU_HUMAN;7.070000000000001e-09;;;
24603;Dihydrocalythropsin;TBB1_HUMAN;1.4199999999999998e-12;;0.106099949;
24604;Dihydrocalythropsin;TBB2B_BOVIN;1.6000000000000002e-10;;;
24605;Dihydrocalythropsin;THA_HUMAN;2.24e-14;;;
24606;Dihydrocalythropsin;THB_HUMAN;1.87e-11;;;
24607;Dihydrocalythropsin;TLR4_MOUSE;1.07e-06;;;
24608;Dihydrocalythropsin;TRPA1_RAT;5.5e-06;;;
24609;Dihydrocalythropsin;TS1R1_HUMAN;1.43e-14;;;
24610;Dihydrocalythropsin;TTHY_HUMAN;3.289999999999999e-13;;;
24611;Dihydrocalythropsin;TYTR_CRIFA;7.190000000000001e-43;;;
24612;Dihydrocalythropsin;XDH_BOVIN;2.5e-08;;;
24613;Dihydrocalythropsin;XPF_HUMAN;2.3199999999999995e-37;;;
24614;Dihydrochalcone M 1;A0A0C7ACN7_PSEAI;4.74e-06;;;
24615;Dihydrochalcone M 1;AA2AR_HUMAN;;;0.110612204;
24616;Dihydrochalcone M 1;AOFA_MOUSE;8.870000000000001e-13;;;
24617;Dihydrochalcone M 1;AURKA_HUMAN;;;0.110612204;
24618;Dihydrochalcone M 1;AXIN2_HUMAN;;;0.110612204;
24619;Dihydrochalcone M 1;CATK_HUMAN;;;0.110612204;
24620;Dihydrochalcone M 1;CATL1_HUMAN;;;0.311382792;
24621;Dihydrochalcone M 1;CATL2_HUMAN;7.34e-06;;;
24622;Dihydrochalcone M 1;CFAD_HUMAN;;;0.110612204;
24623;Dihydrochalcone M 1;CP19A_HUMAN;;;;0.7233850000000001
24624;Dihydrochalcone M 1;CP2D6_HUMAN;;;;0.6679630000000001
24625;Dihydrochalcone M 1;DHB3_HUMAN;;;;0.9031666666666667
24626;Dihydrochalcone M 1;DHB4_HUMAN;;;;0.139123
24627;Dihydrochalcone M 1;DHI1_HUMAN;;;;0.650674
24628;Dihydrochalcone M 1;DHI2_HUMAN;;;;0.8284499999999999
24629;Dihydrochalcone M 1;ERG1_RAT;8.859999999999999e-13;;;
24630;Dihydrochalcone M 1;ESR1_HUMAN;;;0.110612204;0.9317609523809522
24631;Dihydrochalcone M 1;ESR2_HUMAN;;;;0.9158
24632;Dihydrochalcone M 1;FA10_HUMAN;;;0.110612204;
24633;Dihydrochalcone M 1;FAAH1_HUMAN;;;0.110612204;
24634;Dihydrochalcone M 1;FNTA_YEAST;8.85e-07;;;
24635;Dihydrochalcone M 1;GCR_HUMAN;;;;0.030617400000000003
24636;Dihydrochalcone M 1;GGPPS_HUMAN;8.529999999999999e-08;;;
24637;Dihydrochalcone M 1;HIF1A_HUMAN;1.8e-06;;;
24638;Dihydrochalcone M 1;HYES_HUMAN;;;;0.9439777777777779
24639;Dihydrochalcone M 1;ICMT_RAT;1.28e-47;;;
24640;Dihydrochalcone M 1;KIF11_HUMAN;;;0.110612204;
24641;Dihydrochalcone M 1;LIPP_PIG;2.8299999999999997e-60;;;
24642;Dihydrochalcone M 1;LOX5_HUMAN;;;0.128066504;0.191185
24643;Dihydrochalcone M 1;LOX5_MOUSE;7.25e-06;;;
24644;Dihydrochalcone M 1;MCR_HUMAN;;;;0.015346696750000001
24645;Dihydrochalcone M 1;MK14_HUMAN;;;;0.10919200000000001
24646;Dihydrochalcone M 1;MPIP3_HUMAN;9.8e-08;;;
24647;Dihydrochalcone M 1;NAC1_HUMAN;;;0.110612204;
24648;Dihydrochalcone M 1;NANH_CLOPF;2.5499999999999996e-45;;;
24649;Dihydrochalcone M 1;NANH_VIBCH;1.6600000000000002e-15;;;
24650;Dihydrochalcone M 1;NR1H2_HUMAN;;;;0.111948
24651;Dihydrochalcone M 1;NR1H4_HUMAN;;;;0.08569376
24652;Dihydrochalcone M 1;OXYR_HUMAN;;;0.110612204;
24653;Dihydrochalcone M 1;PA2G5_MOUSE;5.77e-07;;;
24654;Dihydrochalcone M 1;PA2GA_MOUSE;2.05e-06;;;
24655;Dihydrochalcone M 1;PA2GA_RABIT;2.3499999999999998e-21;;;
24656;Dihydrochalcone M 1;PA2GA_RAT;3.0099999999999997e-09;;;
24657;Dihydrochalcone M 1;PAR1_HUMAN;;;0.110612204;
24658;Dihydrochalcone M 1;PDK1_HUMAN;;;0.110612204;
24659;Dihydrochalcone M 1;PGH1_HUMAN;;;0.110612204;0.35239299999999996
24660;Dihydrochalcone M 1;PGH2_HUMAN;;;0.11934742599999999;
24661;Dihydrochalcone M 1;PPARG_HUMAN;;;;0.00186832
24662;Dihydrochalcone M 1;PPO2_AGABI;1.25e-06;;;
24663;Dihydrochalcone M 1;PTGES_HUMAN;;;0.110612204;0.5083840000000001
24664;Dihydrochalcone M 1;PTN1_HUMAN;3.2e-06;;;
24665;Dihydrochalcone M 1;Q6INT1_XENLA;;;;0.433619
24666;Dihydrochalcone M 1;THRB_HUMAN;;;0.110612204;
24667;Dihydrochalcone M 1;TNKS2_HUMAN;;;0.110612204;
24668;Dihydrochalcone M 1;TRPA1_RAT;1.3e-36;;;
24669;Dihydrochalcone M 1;TRPM8_RAT;1.43e-24;;;
24670;Dihydrochalcone M 1;TRPV2_RAT;9.179999999999999e-61;;;
24671;Dihydrochalcone M 1;TYRO_MOUSE;4.01e-11;;;
24672;Dihydrochalcone M 1;WNT3A_HUMAN;;;0.110612204;
24673;Dihydrochalcone M 2;A0A0C7ACN7_PSEAI;6.34e-06;;;
24674;Dihydrochalcone M 2;AA2AR_HUMAN;;;0.106165761;
24675;Dihydrochalcone M 2;ACACA_HUMAN;;;0.106165761;
24676;Dihydrochalcone M 2;ACACB_HUMAN;;;0.106165761;
24677;Dihydrochalcone M 2;ACES_HUMAN;;;0.106165761;
24678;Dihydrochalcone M 2;AL5AP_HUMAN;;;0.106165761;
24679;Dihydrochalcone M 2;AOFA_MOUSE;2.6400000000000004e-13;;;
24680;Dihydrochalcone M 2;AURKA_HUMAN;;;0.106165761;
24681;Dihydrochalcone M 2;CAC1B_HUMAN;;;0.106165761;
24682;Dihydrochalcone M 2;CAH13_HUMAN;;;0.106165761;
24683;Dihydrochalcone M 2;CAH14_HUMAN;;;0.106165761;
24684;Dihydrochalcone M 2;CAH1_HUMAN;;;0.106165761;
24685;Dihydrochalcone M 2;CAH5A_HUMAN;;;0.106165761;
24686;Dihydrochalcone M 2;CAH5B_HUMAN;;;0.106165761;
24687;Dihydrochalcone M 2;CAH6_HUMAN;;;0.106165761;
24688;Dihydrochalcone M 2;CAH9_HUMAN;;;0.106165761;
24689;Dihydrochalcone M 2;CAN1_HUMAN;;;0.106165761;
24690;Dihydrochalcone M 2;CAN2_HUMAN;;;0.106165761;
24691;Dihydrochalcone M 2;CASP3_HUMAN;;;0.106165761;
24692;Dihydrochalcone M 2;CASP7_HUMAN;;;0.106165761;
24693;Dihydrochalcone M 2;CATK_HUMAN;;;0.11449479;
24694;Dihydrochalcone M 2;CATL1_HUMAN;0.1289;;0.547655483;
24695;Dihydrochalcone M 2;CATS_HUMAN;;;0.106165761;
24696;Dihydrochalcone M 2;CDK2_HUMAN;;;0.106165761;
24697;Dihydrochalcone M 2;CFAD_HUMAN;;;0.106165761;
24698;Dihydrochalcone M 2;CP19A_HUMAN;;;;0.717793
24699;Dihydrochalcone M 2;CP2C9_HUMAN;;;0.106165761;
24700;Dihydrochalcone M 2;CP2D6_HUMAN;;;;0.561215
24701;Dihydrochalcone M 2;CPT1A_HUMAN;;;0.106165761;
24702;Dihydrochalcone M 2;CYSP_TRYCR;0.00101;;;
24703;Dihydrochalcone M 2;DHB3_HUMAN;;;;0.9225833333333333
24704;Dihydrochalcone M 2;DHB4_HUMAN;;;;0.187296098
24705;Dihydrochalcone M 2;DHI1_HUMAN;;;;0.4799563333333334
24706;Dihydrochalcone M 2;DHI2_HUMAN;;;;0.83945
24707;Dihydrochalcone M 2;DUT_HUMAN;;;0.106165761;
24708;Dihydrochalcone M 2;ERG1_RAT;1.11e-16;;;
24709;Dihydrochalcone M 2;ESR1_HUMAN;;;0.106165761;0.9422019047619049
24710;Dihydrochalcone M 2;ESR2_HUMAN;;;;0.9329999999999999
24711;Dihydrochalcone M 2;FDFT_RAT;5.86e-10;;;
24712;Dihydrochalcone M 2;FNTA_YEAST;5.21e-13;;;
24713;Dihydrochalcone M 2;GCR_HUMAN;;;;6.45868e-05
24714;Dihydrochalcone M 2;GGPPS_HUMAN;6.66e-16;;;
24715;Dihydrochalcone M 2;HDAC1_HUMAN;;;0.106165761;
24716;Dihydrochalcone M 2;HIF1A_HUMAN;1.49e-08;;;
24717;Dihydrochalcone M 2;HXK4_HUMAN;;;0.106165761;
24718;Dihydrochalcone M 2;HYES_HUMAN;;;0.106165761;
24719;Dihydrochalcone M 2;ICMT_RAT;6.26e-50;;;
24720;Dihydrochalcone M 2;IMDH2_HUMAN;;;0.106165761;
24721;Dihydrochalcone M 2;ITK_HUMAN;;;0.106165761;
24722;Dihydrochalcone M 2;KIF11_HUMAN;;;0.106165761;
24723;Dihydrochalcone M 2;KS6B1_HUMAN;;;0.106165761;
24724;Dihydrochalcone M 2;LIPP_PIG;1.01e-62;;;
24725;Dihydrochalcone M 2;LOX5_HUMAN;;;0.11449479;0.22328900000000002
24726;Dihydrochalcone M 2;LOX5_MOUSE;3.48e-06;;;
24727;Dihydrochalcone M 2;LRP6_HUMAN;;;0.106165761;
24728;Dihydrochalcone M 2;M3K7_HUMAN;;;0.106165761;
24729;Dihydrochalcone M 2;MCR_HUMAN;;;;0.2997765
24730;Dihydrochalcone M 2;MIF_HUMAN;;;0.106165761;
24731;Dihydrochalcone M 2;MK11_HUMAN;;;0.106165761;
24732;Dihydrochalcone M 2;MK14_HUMAN;;;0.106165761;0.000960998
24733;Dihydrochalcone M 2;MMP1_HUMAN;;;0.106165761;
24734;Dihydrochalcone M 2;MMP3_HUMAN;;;0.106165761;
24735;Dihydrochalcone M 2;MMP8_HUMAN;;;0.106165761;
24736;Dihydrochalcone M 2;MP2K1_HUMAN;;;0.106165761;
24737;Dihydrochalcone M 2;MPIP3_HUMAN;3.08e-07;;;
24738;Dihydrochalcone M 2;MTOR_HUMAN;;;0.106165761;
24739;Dihydrochalcone M 2;NANH_CLOPF;2.05e-28;;;
24740;Dihydrochalcone M 2;NFKB1_HUMAN;;;;0.0174172
24741;Dihydrochalcone M 2;NR1H2_HUMAN;;;;0.2660222593
24742;Dihydrochalcone M 2;NR1H4_HUMAN;;;0.106165761;0.147008
24743;Dihydrochalcone M 2;PA2G5_MOUSE;2.65e-07;;;
24744;Dihydrochalcone M 2;PA2GA_MOUSE;1.01e-06;;;
24745;Dihydrochalcone M 2;PA2GA_RABIT;1.79e-22;;;
24746;Dihydrochalcone M 2;PA2GA_RAT;1.0400000000000001e-09;;;
24747;Dihydrochalcone M 2;PE2R1_HUMAN;;;0.106165761;
24748;Dihydrochalcone M 2;PGH1_HUMAN;;;0.106165761;0.45420200000000005
24749;Dihydrochalcone M 2;PGH2_HUMAN;;;0.11449479;
24750;Dihydrochalcone M 2;PLK1_HUMAN;;;0.106165761;
24751;Dihydrochalcone M 2;PPO2_AGABI;3.39e-08;;;
24752;Dihydrochalcone M 2;PTGES_HUMAN;;;0.106165761;
24753;Dihydrochalcone M 2;ROCK1_HUMAN;;;0.106165761;
24754;Dihydrochalcone M 2;ROCK2_HUMAN;;;0.106165761;
24755;Dihydrochalcone M 2;S28A3_HUMAN;1.0499999999999998e-38;;;
24756;Dihydrochalcone M 2;SC5A1_HUMAN;2.1399999999999998e-07;;;
24757;Dihydrochalcone M 2;SC5A1_RAT;3.33e-16;;;
24758;Dihydrochalcone M 2;SC5A2_HUMAN;3.32e-07;;;
24759;Dihydrochalcone M 2;SC5A2_RAT;6.14e-10;;;
24760;Dihydrochalcone M 2;STAT6_HUMAN;;;0.106165761;
24761;Dihydrochalcone M 2;STE14_YEAST;3.2200000000000004e-20;;;
24762;Dihydrochalcone M 2;TRPA1_RAT;3.5499999999999997e-40;;;
24763;Dihydrochalcone M 2;TRPM8_RAT;1.85e-25;;;
24764;Dihydrochalcone M 2;TRPV1_HUMAN;;;0.106165761;
24765;Dihydrochalcone M 2;TRPV2_RAT;6.059999999999999e-64;;;
24766;Dihydrochalcone M 2;TSHR_HUMAN;;;0.106165761;
24767;Dihydrochalcone M 2;TYRO_HUMAN;4.7e-06;;;
24768;Dihydrochalcone M 2;TYRO_MOUSE;2.33e-10;;;
